Nr	Typ	Rodzaj	Kolor	Cena	Data
1421	gorski_sportowy	damskie	czerwony	999	2012-07-23
1422	uniwersalny	meskie	srebrny	999	2012-07-23
1423	skladany	meskie	brazowy	1199	2012-07-24
1424	gorski_sportowy	meskie	srebrny	1799	2012-07-24
1425	gorski_rekreacyjny	dziecko	zielony	499	2012-07-24
1426	uniwersalny	dziecko	bialy	549	2012-07-24
1427	gorski_rekreacyjny	dziecko	niebieski	499	2012-07-24
1428	szosowy_wyczynowy	dziecko	srebrny	1599	2012-07-24
1429	szosowy_wyczynowy	meskie	bialy	4599	2012-07-24
1430	gorski_sportowy	dziecko	czerwony	849	2012-07-24
1431	szosowy_miejski	dziecko	czerwony	999	2012-07-24
1432	skladany	meskie	bialy	1399	2012-07-24
1433	gorski_rekreacyjny	dziecko	czerwony	499	2012-07-25
1434	szosowy_miejski	damskie	brazowy	1249	2012-07-25
1435	uniwersalny	meskie	srebrny	1049	2012-07-26
1436	gorski_rekreacyjny	dziecko	brazowy	499	2012-07-26
1437	rowerki_i_pojazdy	dziecko	bialy	309	2012-07-26
1438	szosowy_miejski	damskie	czerwony	1249	2012-07-26
1439	szosowy_miejski	meskie	srebrny	1399	2012-07-27
1440	szosowy_wyczynowy	dziecko	niebieski	1799	2012-07-27
1441	gorski_rekreacyjny	damskie	czerwony	699	2012-07-27
1442	gorski_sportowy	meskie	srebrny	1299	2012-07-27
1443	szosowy_wyczynowy	damskie	brazowy	2499	2012-07-27
1444	skladany	damskie	czarny	1399	2012-07-28
1445	miejski	meskie	brazowy	1269	2012-07-28
1446	szosowy_wyczynowy	damskie	rozowy	3599	2012-07-28
1447	szosowy_wyczynowy	dziecko	srebrny	1799	2012-07-28
1448	skladany	meskie	srebrny	1199	2012-07-28
1449	gorski_sportowy	damskie	czerwony	1199	2012-07-28
1450	gorski_sportowy	meskie	niebieski	2099	2012-07-30
1451	gorski_sportowy	dziecko	czerwony	899	2012-07-30
1452	skladany	damskie	czerwony	1399	2012-07-30
1453	szosowy_miejski	damskie	czerwony	1188	2012-07-30
1454	szosowy_wyczynowy	damskie	srebrny	3599	2012-07-30
1455	szosowy_miejski	damskie	niebieski	1999	2012-07-30
1456	szosowy_wyczynowy	meskie	srebrny	4599	2012-07-30
1457	skladany	meskie	czarny	1399	2012-07-30
1458	gorski_sportowy	damskie	fioletowy	1499	2012-07-30
1459	miejski	meskie	niebieski	1899	2012-07-30
1460	szosowy_wyczynowy	damskie	srebrny	2499	2012-07-31
1461	rowerki_i_pojazdy	dziecko	srebrny	269	2012-07-31
1462	gorski_rekreacyjny	damskie	zielony	699	2012-07-31
1463	rowerki_i_pojazdy	dziecko	brazowy	114	2012-08-01
1464	skladany	damskie	bialy	1299	2012-08-01
1465	szosowy_miejski	meskie	bialy	1399	2012-08-01
1466	gorski_rekreacyjny	meskie	niebieski	899	2012-08-01
1467	uniwersalny	meskie	niebieski	999	2012-08-01
1468	miejski	meskie	srebrny	499	2012-08-01
1469	gorski_rekreacyjny	meskie	srebrny	749	2012-08-01
1470	skladany	damskie	czerwony	1399	2012-08-01
1471	gorski_sportowy	dziecko	srebrny	849	2012-08-01
1472	szosowy_miejski	dziecko	srebrny	899	2012-08-01
1473	szosowy_wyczynowy	dziecko	rozowy	1599	2012-08-02
1474	skladany	damskie	czarny	1399	2012-08-02
1475	szosowy_miejski	dziecko	czerwony	1299	2012-08-02
1476	miejski	damskie	czerwony	486	2012-08-02
1477	rowerki_i_pojazdy	dziecko	niebieski	499	2012-08-02
1478	gorski_rekreacyjny	meskie	niebieski	899	2012-08-02
1479	uniwersalny	damskie	bialy	1299	2012-08-02
1480	gorski_rekreacyjny	damskie	srebrny	699	2012-08-02
1481	rowerki_i_pojazdy	dziecko	niebieski	159	2012-08-02
1482	gorski_sportowy	dziecko	czerwony	949	2012-08-02
1483	skladany	dziecko	srebrny	649	2012-08-03
1484	uniwersalny	dziecko	czerwony	849	2012-08-03
1485	gorski_sportowy	damskie	srebrny	1199	2012-08-03
1486	gorski_sportowy	meskie	srebrny	1299	2012-08-03
1487	uniwersalny	meskie	zielony	999	2012-08-03
1488	uniwersalny	meskie	srebrny	1049	2012-08-03
1489	gorski_rekreacyjny	dziecko	niebieski	499	2012-08-04
1490	skladany	damskie	srebrny	1299	2012-08-04
1491	miejski	damskie	czarny	799	2012-08-04
1492	skladany	damskie	czerwony	1299	2012-08-04
1493	skladany	meskie	srebrny	1199	2012-08-04
1494	szosowy_wyczynowy	meskie	czarny	3449	2012-08-04
1495	szosowy_wyczynowy	dziecko	czerwony	1599	2012-08-04
1496	szosowy_miejski	meskie	srebrny	1899	2012-08-04
1497	szosowy_miejski	meskie	srebrny	1399	2012-08-06
1498	uniwersalny	dziecko	bialy	729	2012-08-06
1499	miejski	damskie	fioletowy	2089	2012-08-06
1500	miejski	damskie	czerwony	1499	2012-08-06
1501	gorski_sportowy	damskie	srebrny	999	2012-08-06
1502	skladany	damskie	srebrny	1299	2012-08-06
1503	skladany	meskie	niebieski	1199	2012-08-06
1504	gorski_sportowy	meskie	srebrny	1799	2012-08-07
1505	szosowy_miejski	meskie	niebieski	1899	2012-08-07
1506	miejski	damskie	czarny	1499	2012-08-07
1507	szosowy_miejski	damskie	zielony	1188	2012-08-07
1508	miejski	meskie	srebrny	799	2012-08-07
1509	skladany	meskie	niebieski	1199	2012-08-07
1510	skladany	meskie	czarny	1399	2012-08-07
1511	uniwersalny	damskie	czarny	1299	2012-08-07
1512	skladany	dziecko	srebrny	799	2012-08-07
1513	uniwersalny	damskie	czarny	1299	2012-08-07
1514	gorski_sportowy	damskie	bialy	1199	2012-08-08
1515	gorski_rekreacyjny	meskie	niebieski	899	2012-08-08
1516	szosowy_miejski	meskie	srebrny	2099	2012-08-08
1517	uniwersalny	meskie	czarny	1049	2012-08-08
1518	skladany	meskie	zielony	1199	2012-08-09
1519	uniwersalny	damskie	brazowy	1299	2012-08-09
1520	uniwersalny	dziecko	czerwony	499	2012-08-09
1521	uniwersalny	damskie	srebrny	1149	2012-08-10
1522	uniwersalny	damskie	zielony	1149	2012-08-10
1523	gorski_rekreacyjny	meskie	srebrny	999	2012-08-10
1524	miejski	meskie	niebieski	1399	2012-08-10
1525	gorski_rekreacyjny	dziecko	niebieski	599	2012-08-10
1526	gorski_rekreacyjny	meskie	niebieski	899	2012-08-11
1527	skladany	damskie	fioletowy	1299	2012-08-11
1528	miejski	damskie	czerwony	2089	2012-08-11
1529	miejski	damskie	niebieski	486	2012-08-11
1530	gorski_rekreacyjny	dziecko	czerwony	599	2012-08-11
1531	szosowy_miejski	damskie	niebieski	1249	2012-08-11
1532	gorski_rekreacyjny	meskie	czerwony	749	2012-08-11
1533	skladany	meskie	niebieski	1399	2012-08-11
1534	gorski_sportowy	meskie	srebrny	1099	2012-08-11
1535	skladany	dziecko	srebrny	799	2012-08-11
1536	skladany	meskie	fioletowy	1399	2012-08-11
1537	rowerki_i_pojazdy	dziecko	srebrny	499	2012-08-11
1538	play-bike	dziecko	srebrny	799	2012-08-11
1539	szosowy_miejski	meskie	srebrny	1899	2012-08-13
1540	skladany	damskie	rozowy	1299	2012-08-13
1541	play-bike	dziecko	bialy	699	2012-08-13
1542	gorski_rekreacyjny	damskie	zielony	699	2012-08-13
1543	miejski	damskie	srebrny	799	2012-08-14
1544	miejski	meskie	niebieski	1399	2012-08-14
1545	miejski	damskie	niebieski	1049	2012-08-14
1546	miejski	meskie	brazowy	499	2012-08-14
1547	gorski_rekreacyjny	meskie	niebieski	749	2012-08-16
1548	uniwersalny	damskie	czerwony	1299	2012-08-16
1549	szosowy_miejski	meskie	srebrny	1399	2012-08-16
1550	gorski_sportowy	damskie	rozowy	1499	2012-08-16
1551	skladany	damskie	bialy	1399	2012-08-16
1552	szosowy_wyczynowy	dziecko	czerwony	1799	2012-08-17
1553	gorski_rekreacyjny	dziecko	fioletowy	599	2012-08-17
1554	gorski_rekreacyjny	meskie	czarny	999	2012-08-17
1555	szosowy_miejski	damskie	zielony	1188	2012-08-17
1556	szosowy_wyczynowy	dziecko	czarny	1799	2012-08-17
1557	gorski_rekreacyjny	dziecko	brazowy	599	2012-08-17
1558	skladany	meskie	zielony	1399	2012-08-18
1559	szosowy_miejski	damskie	czerwony	1249	2012-08-18
1560	szosowy_miejski	damskie	zielony	1188	2012-08-18
1561	uniwersalny	dziecko	bialy	729	2012-08-18
1562	skladany	dziecko	srebrny	799	2012-08-20
1563	skladany	dziecko	czerwony	799	2012-08-20
1564	skladany	dziecko	srebrny	649	2012-08-20
1565	uniwersalny	meskie	niebieski	1049	2012-08-20
1566	skladany	damskie	czarny	1399	2012-08-20
1567	skladany	meskie	srebrny	1399	2012-08-20
1568	gorski_rekreacyjny	damskie	czerwony	799	2012-08-21
1569	rowerki_i_pojazdy	dziecko	bialy	122	2012-08-21
1570	rowerki_i_pojazdy	dziecko	niebieski	309	2012-08-21
1571	skladany	dziecko	niebieski	649	2012-08-21
1572	skladany	damskie	niebieski	1299	2012-08-21
1573	gorski_rekreacyjny	dziecko	zielony	599	2012-08-21
1574	uniwersalny	damskie	niebieski	1149	2012-08-21
1575	uniwersalny	damskie	czerwony	1149	2012-08-22
1576	gorski_sportowy	meskie	niebieski	1099	2012-08-22
1577	rowerki_i_pojazdy	dziecko	czerwony	254	2012-08-22
1578	gorski_sportowy	meskie	zielony	1799	2012-08-22
1579	miejski	meskie	bialy	1269	2012-08-22
1580	szosowy_miejski	dziecko	czerwony	999	2012-08-22
1581	uniwersalny	meskie	srebrny	999	2012-08-22
1582	uniwersalny	meskie	zielony	1049	2012-08-23
1583	uniwersalny	meskie	bialy	999	2012-08-23
1584	gorski_sportowy	damskie	niebieski	1999	2012-08-23
1585	skladany	dziecko	bialy	799	2012-08-23
1586	gorski_rekreacyjny	dziecko	zielony	599	2012-08-23
1587	skladany	dziecko	niebieski	799	2012-08-23
1588	miejski	meskie	bialy	1399	2012-08-23
1589	szosowy_miejski	meskie	bialy	1899	2012-08-24
1590	szosowy_wyczynowy	damskie	czerwony	3599	2012-08-24
1591	skladany	dziecko	brazowy	799	2012-08-24
1592	rowerki_i_pojazdy	dziecko	czerwony	99	2012-08-24
1593	gorski_rekreacyjny	damskie	srebrny	799	2012-08-24
1594	uniwersalny	meskie	niebieski	999	2012-08-24
1595	gorski_sportowy	damskie	srebrny	999	2012-08-24
1596	gorski_sportowy	dziecko	zielony	1099	2012-08-24
1597	skladany	dziecko	srebrny	649	2012-08-24
1598	gorski_rekreacyjny	meskie	brazowy	899	2012-08-24
1599	szosowy_wyczynowy	dziecko	srebrny	1599	2012-08-24
1600	skladany	meskie	srebrny	1199	2012-08-25
1601	gorski_rekreacyjny	dziecko	czerwony	599	2012-08-25
1602	skladany	dziecko	srebrny	649	2012-08-25
1603	miejski	damskie	bialy	1049	2012-08-25
1604	gorski_rekreacyjny	dziecko	srebrny	399	2012-08-25
1605	szosowy_miejski	meskie	czerwony	1399	2012-08-25
1606	szosowy_wyczynowy	damskie	czerwony	2499	2012-08-25
1607	szosowy_wyczynowy	damskie	czarny	2499	2012-08-25
1608	gorski_rekreacyjny	dziecko	zielony	399	2012-08-27
1609	skladany	meskie	srebrny	1199	2012-08-27
1610	szosowy_miejski	damskie	zielony	1999	2012-08-27
1611	rowerki_i_pojazdy	dziecko	bialy	122	2012-08-27
1612	szosowy_miejski	dziecko	czerwony	1299	2012-08-27
1613	szosowy_miejski	meskie	niebieski	1899	2012-08-27
1614	miejski	meskie	niebieski	1899	2012-08-27
1615	gorski_rekreacyjny	dziecko	czerwony	399	2012-08-27
1616	szosowy_wyczynowy	damskie	fioletowy	2499	2012-08-28
1617	skladany	meskie	fioletowy	1399	2012-08-28
1618	uniwersalny	meskie	czarny	1049	2012-08-28
1619	szosowy_wyczynowy	dziecko	srebrny	1599	2012-08-28
1620	gorski_rekreacyjny	dziecko	srebrny	399	2012-08-28
1621	szosowy_wyczynowy	meskie	bialy	3499	2012-08-28
1622	uniwersalny	damskie	rozowy	1299	2012-08-28
1623	szosowy_miejski	meskie	srebrny	1399	2012-08-29
1624	szosowy_miejski	meskie	srebrny	1899	2012-08-29
1625	skladany	dziecko	niebieski	649	2012-08-29
1626	gorski_sportowy	meskie	zielony	1099	2012-08-29
1627	skladany	damskie	bialy	1399	2012-08-29
1628	gorski_rekreacyjny	dziecko	srebrny	499	2012-08-29
1629	skladany	dziecko	niebieski	799	2012-08-29
1630	gorski_rekreacyjny	dziecko	bialy	499	2012-08-29
1631	szosowy_miejski	meskie	zielony	2099	2012-08-30
1632	gorski_rekreacyjny	meskie	czarny	749	2012-08-30
1633	szosowy_miejski	damskie	czerwony	1188	2012-08-30
1634	miejski	damskie	brazowy	486	2012-08-30
1635	gorski_rekreacyjny	dziecko	brazowy	499	2012-08-30
1636	szosowy_miejski	meskie	srebrny	1399	2012-08-30
1637	szosowy_wyczynowy	dziecko	srebrny	1599	2012-08-30
1638	gorski_sportowy	damskie	czarny	999	2012-08-31
1639	szosowy_wyczynowy	damskie	czerwony	2499	2012-08-31
1640	gorski_sportowy	damskie	czarny	1199	2012-09-01
1641	gorski_rekreacyjny	dziecko	zielony	499	2012-09-01
1642	skladany	damskie	srebrny	1299	2012-09-01
1643	uniwersalny	meskie	srebrny	1049	2012-09-01
1644	miejski	meskie	srebrny	1269	2012-09-01
1645	gorski_rekreacyjny	damskie	czerwony	799	2012-09-01
1646	play-bike	meskie	srebrny	1499	2012-09-03
1647	szosowy_wyczynowy	meskie	niebieski	4599	2012-09-03
1648	miejski	meskie	niebieski	799	2012-09-04
1649	gorski_sportowy	dziecko	czerwony	949	2012-09-04
1650	uniwersalny	dziecko	czerwony	499	2012-09-04
1651	szosowy_miejski	damskie	niebieski	1999	2012-09-04
1652	gorski_sportowy	dziecko	niebieski	949	2012-09-04
1653	uniwersalny	meskie	czarny	1049	2012-09-04
1654	skladany	damskie	czerwony	1399	2012-09-04
1655	gorski_sportowy	dziecko	czerwony	1099	2012-09-05
1656	uniwersalny	meskie	srebrny	1049	2012-09-05
1657	rowerki_i_pojazdy	dziecko	czerwony	309	2012-09-05
1658	skladany	damskie	czerwony	1399	2012-09-05
1659	skladany	damskie	fioletowy	1299	2012-09-06
1660	gorski_sportowy	dziecko	czerwony	899	2012-09-06
1661	gorski_sportowy	meskie	niebieski	1799	2012-09-06
1662	uniwersalny	meskie	srebrny	1049	2012-09-06
1663	gorski_rekreacyjny	meskie	czarny	899	2012-09-06
1664	uniwersalny	meskie	niebieski	999	2012-09-06
1665	rowerki_i_pojazdy	dziecko	niebieski	269	2012-09-06
1666	szosowy_miejski	damskie	rozowy	1249	2012-09-07
1667	szosowy_wyczynowy	dziecko	zielony	1799	2012-09-07
1668	rowerki_i_pojazdy	dziecko	bialy	114	2012-09-07
1669	gorski_rekreacyjny	damskie	srebrny	799	2012-09-07
1670	skladany	dziecko	czerwony	649	2012-09-07
1671	miejski	meskie	srebrny	799	2012-09-07
1672	rowerki_i_pojazdy	dziecko	bialy	499	2012-09-07
1673	gorski_sportowy	dziecko	czerwony	1099	2012-09-07
1674	gorski_rekreacyjny	dziecko	czerwony	499	2012-09-07
1675	gorski_rekreacyjny	dziecko	fioletowy	499	2012-09-07
1676	miejski	meskie	niebieski	499	2012-09-08
1677	szosowy_miejski	damskie	czarny	1188	2012-09-08
1678	szosowy_miejski	meskie	niebieski	1899	2012-09-08
1679	szosowy_wyczynowy	dziecko	zielony	1599	2012-09-08
1680	uniwersalny	meskie	srebrny	999	2012-09-08
1681	gorski_sportowy	damskie	czerwony	1499	2012-09-08
1682	szosowy_miejski	dziecko	bialy	899	2012-09-08
1683	gorski_rekreacyjny	dziecko	fioletowy	499	2012-09-08
1684	gorski_sportowy	meskie	niebieski	1299	2012-09-08
1685	szosowy_wyczynowy	damskie	czerwony	3599	2012-09-08
1686	szosowy_wyczynowy	dziecko	zielony	1799	2012-09-10
1687	miejski	meskie	srebrny	1899	2012-09-10
1688	szosowy_miejski	meskie	srebrny	1899	2012-09-11
1689	szosowy_wyczynowy	meskie	niebieski	4599	2012-09-11
1690	szosowy_wyczynowy	damskie	bialy	2499	2012-09-11
1691	skladany	damskie	niebieski	1399	2012-09-11
1692	skladany	dziecko	srebrny	799	2012-09-11
1693	skladany	damskie	zielony	1399	2012-09-11
1694	rowerki_i_pojazdy	dziecko	czerwony	159	2012-09-11
1695	skladany	damskie	srebrny	1299	2012-09-11
1696	uniwersalny	damskie	rozowy	1149	2012-09-12
1697	miejski	damskie	bialy	1499	2012-09-12
1698	rowerki_i_pojazdy	dziecko	niebieski	499	2012-09-12
1699	gorski_rekreacyjny	dziecko	czerwony	499	2012-09-12
1700	skladany	meskie	srebrny	1199	2012-09-12
1701	skladany	dziecko	srebrny	799	2012-09-13
1702	uniwersalny	dziecko	czerwony	729	2012-09-13
1703	szosowy_miejski	meskie	srebrny	2099	2012-09-13
1704	gorski_rekreacyjny	damskie	zielony	799	2012-09-13
1705	szosowy_wyczynowy	dziecko	zielony	1799	2012-09-13
1706	rowerki_i_pojazdy	dziecko	srebrny	122	2012-09-13
1707	gorski_sportowy	meskie	srebrny	2099	2012-09-14
1708	szosowy_wyczynowy	dziecko	srebrny	1599	2012-09-14
1709	gorski_rekreacyjny	dziecko	srebrny	499	2012-09-14
1710	gorski_sportowy	damskie	czerwony	1199	2012-09-14
1711	szosowy_miejski	damskie	brazowy	1249	2012-09-15
1712	uniwersalny	damskie	srebrny	1299	2012-09-15
1713	gorski_rekreacyjny	meskie	czerwony	999	2012-09-15
1714	szosowy_wyczynowy	damskie	srebrny	2499	2012-09-15
1715	uniwersalny	dziecko	niebieski	849	2012-09-15
1716	rowerki_i_pojazdy	dziecko	czerwony	309	2012-09-15
1717	gorski_sportowy	dziecko	fioletowy	949	2012-09-15
1718	gorski_sportowy	meskie	srebrny	1299	2012-09-17
1719	gorski_sportowy	meskie	srebrny	1799	2012-09-17
1720	szosowy_miejski	damskie	czerwony	1188	2012-09-17
1721	szosowy_wyczynowy	dziecko	czerwony	1599	2012-09-17
1722	szosowy_miejski	damskie	czerwony	1249	2012-09-17
1723	uniwersalny	dziecko	brazowy	729	2012-09-18
1724	szosowy_wyczynowy	damskie	srebrny	2499	2012-09-18
1725	skladany	damskie	czerwony	1299	2012-09-18
1726	szosowy_miejski	meskie	zielony	1399	2012-09-18
1727	szosowy_wyczynowy	damskie	srebrny	2499	2012-09-18
1728	szosowy_wyczynowy	damskie	bialy	3599	2012-09-19
1729	uniwersalny	meskie	brazowy	1049	2012-09-19
1730	miejski	damskie	bialy	799	2012-09-19
1731	szosowy_wyczynowy	dziecko	fioletowy	1599	2012-09-20
1732	gorski_sportowy	dziecko	czerwony	849	2012-09-20
1733	gorski_sportowy	dziecko	czerwony	949	2012-09-20
1734	uniwersalny	dziecko	srebrny	729	2012-09-20
1735	szosowy_miejski	damskie	czerwony	1188	2012-09-20
1736	rowerki_i_pojazdy	dziecko	niebieski	254	2012-09-21
1737	szosowy_wyczynowy	meskie	czarny	3499	2012-09-21
1738	gorski_sportowy	dziecko	srebrny	1099	2012-09-21
1739	szosowy_miejski	damskie	bialy	1999	2012-09-21
1740	szosowy_wyczynowy	dziecko	zielony	1799	2012-09-21
1741	szosowy_miejski	damskie	czerwony	1188	2012-09-21
1742	play-bike	meskie	brazowy	1799	2012-09-21
1743	gorski_sportowy	dziecko	brazowy	949	2012-09-21
1744	szosowy_wyczynowy	dziecko	srebrny	1799	2012-09-21
1745	gorski_sportowy	damskie	czarny	999	2012-09-22
1746	szosowy_wyczynowy	meskie	bialy	3499	2012-09-22
1747	szosowy_wyczynowy	meskie	czarny	4599	2012-09-22
1748	gorski_rekreacyjny	damskie	srebrny	799	2012-09-22
1749	szosowy_miejski	meskie	bialy	1399	2012-09-24
1750	miejski	damskie	bialy	2089	2012-09-24
1751	szosowy_miejski	meskie	srebrny	1899	2012-09-24
1752	gorski_rekreacyjny	dziecko	zielony	499	2012-09-24
1753	miejski	damskie	brazowy	1499	2012-09-24
1754	miejski	meskie	czarny	499	2012-09-24
1755	skladany	dziecko	zielony	799	2012-09-25
1756	miejski	meskie	srebrny	799	2012-09-25
1757	gorski_sportowy	damskie	czerwony	1199	2012-09-25
1758	uniwersalny	damskie	zielony	1149	2012-09-25
1759	skladany	dziecko	czerwony	649	2012-09-26
1760	gorski_sportowy	damskie	rozowy	999	2012-09-26
1761	szosowy_wyczynowy	dziecko	srebrny	1799	2012-09-26
1762	miejski	damskie	czerwony	799	2012-09-26
1763	uniwersalny	dziecko	zielony	549	2012-09-26
1764	uniwersalny	meskie	zielony	999	2012-09-27
1765	szosowy_miejski	dziecko	srebrny	999	2012-09-27
1766	gorski_rekreacyjny	meskie	czerwony	999	2012-09-27
1767	uniwersalny	dziecko	czerwony	499	2012-09-27
1768	miejski	damskie	niebieski	1049	2012-09-27
1769	gorski_sportowy	damskie	czerwony	999	2012-09-27
1770	szosowy_wyczynowy	damskie	bialy	3599	2012-09-27
1771	gorski_sportowy	dziecko	czerwony	949	2012-09-28
1772	uniwersalny	dziecko	srebrny	549	2012-09-28
1773	szosowy_miejski	meskie	czerwony	1399	2012-09-28
1774	skladany	meskie	srebrny	1399	2012-09-28
1775	szosowy_miejski	meskie	czerwony	1899	2012-09-28
1776	gorski_rekreacyjny	meskie	czarny	999	2012-09-28
1777	szosowy_miejski	meskie	niebieski	2099	2012-09-29
1778	skladany	meskie	niebieski	1199	2012-09-29
1779	szosowy_wyczynowy	meskie	czarny	3449	2012-09-29
1780	szosowy_miejski	meskie	brazowy	1899	2012-09-29
1781	gorski_sportowy	meskie	niebieski	1099	2012-09-29
1782	gorski_sportowy	damskie	czarny	1199	2012-09-29
1783	gorski_rekreacyjny	meskie	srebrny	899	2012-09-29
1784	gorski_rekreacyjny	meskie	czerwony	749	2012-10-01
1785	szosowy_miejski	meskie	czarny	1399	2012-10-01
1786	gorski_rekreacyjny	dziecko	czerwony	499	2012-10-02
1787	gorski_rekreacyjny	dziecko	fioletowy	499	2012-10-02
1788	rowerki_i_pojazdy	dziecko	bialy	99	2012-10-02
1789	gorski_sportowy	damskie	srebrny	1499	2012-10-02
1790	skladany	damskie	brazowy	1299	2012-10-02
1791	gorski_rekreacyjny	damskie	srebrny	649	2012-10-03
1792	szosowy_miejski	damskie	niebieski	1249	2012-10-03
1793	skladany	meskie	srebrny	1199	2012-10-03
1794	miejski	meskie	srebrny	1399	2012-10-03
1795	gorski_sportowy	meskie	srebrny	1099	2012-10-04
1796	szosowy_miejski	meskie	srebrny	1899	2012-10-04
1797	miejski	damskie	bialy	486	2012-10-04
1798	gorski_rekreacyjny	dziecko	fioletowy	599	2012-10-04
1799	gorski_rekreacyjny	dziecko	niebieski	599	2012-10-04
1800	skladany	dziecko	srebrny	649	2012-10-04
1801	rowerki_i_pojazdy	dziecko	srebrny	122	2012-10-05
1802	gorski_rekreacyjny	dziecko	zielony	599	2012-10-05
1803	skladany	meskie	bialy	1199	2012-10-05
1804	skladany	meskie	srebrny	1399	2012-10-05
1805	miejski	meskie	niebieski	1399	2012-10-05
1806	szosowy_wyczynowy	damskie	czarny	2499	2012-10-06
1807	uniwersalny	meskie	czerwony	999	2012-10-06
1808	gorski_rekreacyjny	damskie	czerwony	649	2012-10-06
1809	skladany	dziecko	niebieski	649	2012-10-06
1810	uniwersalny	meskie	czarny	1049	2012-10-06
1811	gorski_sportowy	damskie	fioletowy	1199	2012-10-06
1812	rowerki_i_pojazdy	dziecko	brazowy	309	2012-10-06
1813	uniwersalny	damskie	niebieski	1149	2012-10-08
1814	szosowy_wyczynowy	damskie	czarny	3599	2012-10-09
1815	szosowy_wyczynowy	damskie	czarny	2499	2012-10-09
1816	szosowy_miejski	dziecko	srebrny	899	2012-10-09
1817	uniwersalny	damskie	niebieski	1299	2012-10-09
1818	uniwersalny	damskie	brazowy	1299	2012-10-09
1819	gorski_rekreacyjny	damskie	bialy	649	2012-10-09
1820	szosowy_wyczynowy	damskie	rozowy	2499	2012-10-10
1821	uniwersalny	meskie	niebieski	999	2012-10-11
1822	miejski	damskie	fioletowy	486	2012-10-11
1823	gorski_rekreacyjny	damskie	czerwony	649	2012-10-11
1824	gorski_sportowy	dziecko	czerwony	899	2012-10-12
1825	skladany	damskie	czarny	1299	2012-10-12
1826	skladany	dziecko	bialy	799	2012-10-12
1827	uniwersalny	dziecko	zielony	499	2012-10-12
1828	uniwersalny	dziecko	niebieski	729	2012-10-12
1829	uniwersalny	damskie	czerwony	1299	2012-10-12
1830	gorski_sportowy	dziecko	srebrny	849	2012-10-13
1831	gorski_sportowy	meskie	srebrny	1799	2012-10-13
1832	szosowy_wyczynowy	damskie	czarny	2499	2012-10-13
1833	szosowy_wyczynowy	damskie	fioletowy	2499	2012-10-13
1834	skladany	dziecko	rozowy	799	2012-10-13
1835	szosowy_miejski	dziecko	brazowy	1299	2012-10-15
1836	szosowy_wyczynowy	dziecko	zielony	1599	2012-10-15
1837	gorski_rekreacyjny	dziecko	niebieski	599	2012-10-15
1838	miejski	meskie	bialy	499	2012-10-15
1839	szosowy_miejski	dziecko	bialy	999	2012-10-15
1840	skladany	meskie	srebrny	1199	2012-10-16
1841	uniwersalny	meskie	srebrny	1049	2012-10-16
1842	gorski_sportowy	damskie	bialy	1999	2012-10-16
1843	uniwersalny	damskie	brazowy	1299	2012-10-16
1844	gorski_rekreacyjny	damskie	bialy	649	2012-10-16
1845	uniwersalny	meskie	bialy	999	2012-10-17
1846	uniwersalny	dziecko	czerwony	849	2012-10-17
1847	szosowy_wyczynowy	dziecko	srebrny	1599	2012-10-17
1848	skladany	dziecko	srebrny	799	2012-10-17
1849	gorski_rekreacyjny	dziecko	niebieski	599	2012-10-17
1850	gorski_sportowy	damskie	czarny	1199	2012-10-17
1851	miejski	damskie	bialy	799	2012-10-17
1852	szosowy_wyczynowy	meskie	czerwony	3449	2012-10-17
1853	rowerki_i_pojazdy	dziecko	niebieski	269	2012-10-18
1854	skladany	meskie	rozowy	1399	2012-10-18
1855	szosowy_wyczynowy	damskie	niebieski	3599	2012-10-18
1856	gorski_sportowy	damskie	srebrny	1499	2012-10-18
1857	gorski_sportowy	dziecko	czerwony	899	2012-10-18
1858	gorski_sportowy	meskie	srebrny	1299	2012-10-18
1859	miejski	meskie	zielony	1269	2012-10-18
1860	gorski_sportowy	meskie	srebrny	2099	2012-10-19
1861	szosowy_wyczynowy	damskie	czerwony	2499	2012-10-19
1862	uniwersalny	dziecko	brazowy	729	2012-10-19
1863	rowerki_i_pojazdy	dziecko	bialy	114	2012-10-19
1864	gorski_rekreacyjny	dziecko	zielony	599	2012-10-19
1865	szosowy_miejski	damskie	niebieski	1188	2012-10-20
1866	szosowy_wyczynowy	dziecko	brazowy	1599	2012-10-20
1867	play-bike	meskie	srebrny	1799	2012-10-20
1868	gorski_rekreacyjny	meskie	czerwony	899	2012-10-20
1869	skladany	dziecko	srebrny	799	2012-10-22
1870	miejski	damskie	niebieski	2089	2012-10-22
1871	skladany	dziecko	niebieski	649	2012-10-22
1872	uniwersalny	damskie	fioletowy	1299	2012-10-22
1873	gorski_rekreacyjny	meskie	srebrny	899	2012-10-22
1874	szosowy_miejski	dziecko	bialy	999	2012-10-22
1875	gorski_rekreacyjny	meskie	srebrny	749	2012-10-22
1876	gorski_sportowy	dziecko	czerwony	849	2012-10-23
1877	gorski_rekreacyjny	damskie	zielony	649	2012-10-23
1878	skladany	damskie	czarny	1299	2012-10-23
1879	gorski_rekreacyjny	meskie	czarny	999	2012-10-24
1880	gorski_rekreacyjny	meskie	bialy	899	2012-10-24
1881	szosowy_wyczynowy	dziecko	zielony	1799	2012-10-25
1882	skladany	damskie	brazowy	1399	2012-10-25
1883	gorski_rekreacyjny	dziecko	srebrny	599	2012-10-25
